job,marital,education,housing,loan,contact,month,day_of_week,age,pdays,emp_var_rate,cons_conf_idx,y,age_group,housing_loan_interaction
admin.,married,high.school,yes,no,cellular,nov,mon,39,999,-0.1,-42.0,0,adult,yes_no
self-employed,single,high.school,yes,no,cellular,nov,mon,32,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,university.degree,unknown,unknown,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,unknown_unknown
entrepreneur,married,university.degree,yes,no,cellular,nov,mon,48,999,-0.1,-42.0,0,adult,yes_no
technician,married,professional.course,yes,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,basic.4y,no,yes,cellular,nov,mon,40,999,-0.1,-42.0,0,adult,no_yes
services,divorced,high.school,yes,no,cellular,nov,mon,52,999,-0.1,-42.0,0,senior,yes_no
management,married,basic.9y,yes,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_no
technician,married,unknown,no,no,cellular,nov,mon,48,999,-0.1,-42.0,0,adult,no_no
admin.,married,high.school,yes,yes,cellular,nov,mon,34,999,-0.1,-42.0,0,adult,yes_yes
admin.,married,high.school,no,no,cellular,nov,mon,34,999,-0.1,-42.0,0,adult,no_no
self-employed,married,university.degree,yes,no,telephone,nov,mon,31,999,-0.1,-42.0,0,adult,yes_no
housemaid,single,basic.9y,no,no,cellular,nov,mon,54,999,-0.1,-42.0,0,senior,no_no
self-employed,married,university.degree,yes,yes,cellular,nov,mon,31,999,-0.1,-42.0,0,adult,yes_yes
services,married,high.school,yes,no,cellular,nov,mon,56,999,-0.1,-42.0,0,senior,yes_no
admin.,married,high.school,yes,no,cellular,nov,mon,34,999,-0.1,-42.0,0,adult,yes_no
self-employed,married,university.degree,yes,no,cellular,nov,mon,31,999,-0.1,-42.0,0,adult,yes_no
admin.,married,high.school,yes,no,cellular,nov,mon,55,999,-0.1,-42.0,0,senior,yes_no
technician,married,professional.course,yes,no,cellular,nov,mon,48,999,-0.1,-42.0,0,adult,yes_no
technician,married,professional.course,no,no,telephone,nov,mon,48,999,-0.1,-42.0,0,adult,no_no
management,married,university.degree,yes,yes,cellular,nov,mon,45,999,-0.1,-42.0,1,adult,yes_yes
admin.,married,high.school,no,no,cellular,nov,mon,55,999,-0.1,-42.0,0,senior,no_no
management,single,university.degree,yes,yes,cellular,nov,mon,32,999,-0.1,-42.0,0,adult,yes_yes
blue-collar,married,basic.6y,yes,no,cellular,nov,mon,50,999,-0.1,-42.0,0,senior,yes_no
technician,married,professional.course,yes,yes,cellular,nov,mon,39,999,-0.1,-42.0,0,adult,yes_yes
admin.,divorced,high.school,yes,no,cellular,nov,mon,55,999,-0.1,-42.0,0,senior,yes_no
services,married,high.school,yes,no,cellular,nov,mon,55,999,-0.1,-42.0,0,senior,yes_no
technician,single,basic.9y,yes,yes,cellular,nov,mon,40,999,-0.1,-42.0,0,adult,yes_yes
technician,single,basic.9y,yes,yes,cellular,nov,mon,40,999,-0.1,-42.0,0,adult,yes_yes
blue-collar,married,basic.9y,no,no,cellular,nov,mon,39,999,-0.1,-42.0,0,adult,no_no
services,married,professional.course,no,no,cellular,nov,mon,39,999,-0.1,-42.0,0,adult,no_no
admin.,married,high.school,yes,no,cellular,nov,mon,36,999,-0.1,-42.0,0,adult,yes_no
technician,married,university.degree,yes,no,cellular,nov,mon,53,999,-0.1,-42.0,0,senior,yes_no
admin.,married,university.degree,yes,no,cellular,nov,mon,42,999,-0.1,-42.0,0,adult,yes_no
admin.,divorced,university.degree,yes,no,cellular,nov,mon,42,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,basic.4y,yes,no,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,yes_no
admin.,single,university.degree,yes,no,cellular,nov,mon,30,999,-0.1,-42.0,0,adult,yes_no
self-employed,married,basic.9y,no,no,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,no_no
admin.,married,university.degree,no,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,no_no
admin.,married,university.degree,yes,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_no
services,married,high.school,yes,no,cellular,nov,mon,36,999,-0.1,-42.0,0,adult,yes_no
blue-collar,divorced,high.school,no,yes,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,no_yes
blue-collar,single,basic.9y,yes,no,cellular,nov,mon,30,999,-0.1,-42.0,0,adult,yes_no
self-employed,married,basic.9y,yes,no,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,yes_no
housemaid,married,university.degree,no,no,cellular,nov,mon,42,999,-0.1,-42.0,0,adult,no_no
blue-collar,single,university.degree,yes,no,cellular,nov,mon,32,999,-0.1,-42.0,0,adult,yes_no
technician,married,basic.9y,no,no,cellular,nov,mon,42,999,-0.1,-42.0,0,adult,no_no
self-employed,married,university.degree,yes,no,cellular,nov,mon,34,999,-0.1,-42.0,0,adult,yes_no
self-employed,married,basic.9y,no,yes,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,no_yes
entrepreneur,married,university.degree,no,no,cellular,nov,mon,37,999,-0.1,-42.0,0,adult,no_no
technician,married,high.school,yes,no,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,yes_no
management,single,basic.9y,yes,no,cellular,nov,mon,39,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,basic.9y,yes,no,cellular,nov,mon,38,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,basic.6y,yes,no,cellular,nov,mon,34,999,-0.1,-42.0,1,adult,yes_no
technician,married,high.school,yes,no,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,yes_no
admin.,divorced,high.school,yes,no,cellular,nov,mon,42,999,-0.1,-42.0,0,adult,yes_no
admin.,divorced,high.school,yes,no,telephone,nov,mon,42,999,-0.1,-42.0,0,adult,yes_no
retired,divorced,professional.course,yes,no,cellular,nov,mon,44,999,-0.1,-42.0,0,adult,yes_no
admin.,married,university.degree,no,no,cellular,nov,mon,42,999,-0.1,-42.0,0,adult,no_no
management,married,university.degree,yes,yes,cellular,nov,mon,52,999,-0.1,-42.0,0,senior,yes_yes
admin.,single,high.school,yes,no,cellular,nov,mon,32,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,high.school,yes,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_no
admin.,divorced,high.school,no,no,cellular,nov,mon,43,999,-0.1,-42.0,0,adult,no_no
technician,single,university.degree,yes,yes,cellular,nov,mon,31,999,-0.1,-42.0,0,adult,yes_yes
self-employed,married,university.degree,no,no,cellular,nov,mon,58,999,-0.1,-42.0,0,senior,no_no
services,single,basic.9y,yes,no,cellular,nov,mon,37,999,-0.1,-42.0,0,adult,yes_no
admin.,married,high.school,yes,no,cellular,nov,mon,51,999,-0.1,-42.0,0,senior,yes_no
admin.,single,high.school,unknown,unknown,cellular,nov,mon,40,999,-0.1,-42.0,0,adult,unknown_unknown
services,single,high.school,yes,no,cellular,nov,mon,31,999,-0.1,-42.0,0,adult,yes_no
admin.,divorced,high.school,unknown,unknown,cellular,nov,mon,42,999,-0.1,-42.0,0,adult,unknown_unknown
entrepreneur,single,university.degree,yes,no,cellular,nov,mon,34,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,basic.9y,yes,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_no
management,married,high.school,yes,no,cellular,nov,mon,49,999,-0.1,-42.0,0,adult,yes_no
technician,married,basic.6y,yes,no,telephone,nov,mon,41,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,university.degree,yes,no,cellular,nov,mon,48,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,university.degree,yes,yes,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,yes_yes
entrepreneur,married,professional.course,yes,no,telephone,nov,mon,44,999,-0.1,-42.0,0,adult,yes_no
technician,married,basic.9y,yes,no,telephone,nov,mon,50,999,-0.1,-42.0,0,senior,yes_no
admin.,divorced,university.degree,yes,no,telephone,nov,mon,50,999,-0.1,-42.0,0,senior,yes_no
blue-collar,married,basic.4y,no,no,cellular,nov,mon,40,999,-0.1,-42.0,0,adult,no_no
unemployed,married,high.school,yes,no,cellular,nov,mon,34,999,-0.1,-42.0,0,adult,yes_no
admin.,married,high.school,yes,no,telephone,nov,mon,31,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,basic.9y,no,no,cellular,nov,mon,32,5,-0.1,-42.0,1,adult,no_no
services,single,high.school,no,no,telephone,nov,mon,34,999,-0.1,-42.0,0,adult,no_no
technician,single,university.degree,no,no,cellular,nov,mon,33,999,-0.1,-42.0,0,adult,no_no
blue-collar,single,university.degree,no,no,cellular,nov,mon,32,999,-0.1,-42.0,0,adult,no_no
services,married,professional.course,yes,yes,cellular,nov,mon,39,999,-0.1,-42.0,0,adult,yes_yes
admin.,married,basic.6y,no,yes,telephone,nov,mon,38,999,-0.1,-42.0,0,adult,no_yes
entrepreneur,divorced,university.degree,yes,no,cellular,nov,mon,40,999,-0.1,-42.0,0,adult,yes_no
technician,single,professional.course,no,no,cellular,nov,mon,36,999,-0.1,-42.0,0,adult,no_no
housemaid,married,high.school,no,no,cellular,nov,mon,31,999,-0.1,-42.0,0,adult,no_no
entrepreneur,married,basic.4y,no,no,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,no_no
services,married,high.school,yes,no,cellular,nov,mon,36,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,basic.9y,yes,no,telephone,nov,mon,33,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,professional.course,yes,no,cellular,nov,mon,53,999,-0.1,-42.0,0,senior,yes_no
services,married,high.school,yes,yes,cellular,nov,mon,43,999,-0.1,-42.0,0,adult,yes_yes
blue-collar,married,basic.9y,yes,no,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,university.degree,yes,no,cellular,nov,mon,37,999,-0.1,-42.0,0,adult,yes_no
management,married,university.degree,no,no,cellular,nov,mon,38,999,-0.1,-42.0,0,adult,no_no
blue-collar,divorced,basic.9y,no,no,cellular,nov,mon,57,999,-0.1,-42.0,0,senior,no_no
admin.,married,university.degree,yes,no,cellular,nov,mon,42,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,basic.4y,yes,yes,cellular,nov,mon,51,999,-0.1,-42.0,0,senior,yes_yes
blue-collar,married,basic.4y,yes,no,cellular,nov,mon,53,999,-0.1,-42.0,0,senior,yes_no
management,divorced,high.school,yes,no,cellular,nov,mon,43,999,-0.1,-42.0,0,adult,yes_no
management,married,university.degree,yes,no,telephone,nov,mon,43,999,-0.1,-42.0,0,adult,yes_no
management,married,professional.course,yes,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_no
management,married,university.degree,yes,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,basic.9y,yes,no,cellular,nov,mon,40,999,-0.1,-42.0,0,adult,yes_no
management,married,university.degree,yes,yes,cellular,nov,mon,37,999,-0.1,-42.0,0,adult,yes_yes
admin.,single,university.degree,no,no,cellular,nov,mon,43,999,-0.1,-42.0,0,adult,no_no
admin.,married,university.degree,yes,no,telephone,nov,mon,36,999,-0.1,-42.0,0,adult,yes_no
admin.,married,university.degree,yes,yes,telephone,nov,mon,49,999,-0.1,-42.0,0,adult,yes_yes
technician,married,professional.course,yes,yes,cellular,nov,mon,42,999,-0.1,-42.0,0,adult,yes_yes
retired,married,university.degree,yes,yes,cellular,nov,mon,57,999,-0.1,-42.0,1,senior,yes_yes
admin.,single,basic.9y,yes,yes,cellular,nov,mon,38,999,-0.1,-42.0,0,adult,yes_yes
technician,single,professional.course,yes,no,cellular,nov,mon,55,999,-0.1,-42.0,0,senior,yes_no
admin.,divorced,university.degree,yes,no,telephone,nov,mon,41,999,-0.1,-42.0,0,adult,yes_no
technician,single,professional.course,no,no,cellular,nov,mon,55,999,-0.1,-42.0,0,senior,no_no
technician,married,high.school,no,no,cellular,nov,mon,51,999,-0.1,-42.0,0,senior,no_no
blue-collar,married,basic.9y,yes,no,telephone,nov,mon,41,999,-0.1,-42.0,0,adult,yes_no
management,married,university.degree,yes,yes,cellular,nov,mon,49,999,-0.1,-42.0,0,adult,yes_yes
technician,married,professional.course,yes,no,cellular,nov,mon,48,999,-0.1,-42.0,0,adult,yes_no
management,divorced,university.degree,no,no,cellular,nov,mon,34,999,-0.1,-42.0,0,adult,no_no
blue-collar,married,basic.9y,yes,yes,cellular,nov,mon,50,999,-0.1,-42.0,0,senior,yes_yes
admin.,married,university.degree,no,no,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,no_no
management,married,university.degree,no,no,telephone,nov,mon,52,999,-0.1,-42.0,0,senior,no_no
management,married,high.school,yes,yes,cellular,nov,mon,43,999,-0.1,-42.0,0,adult,yes_yes
blue-collar,married,high.school,yes,yes,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_yes
housemaid,married,basic.9y,yes,yes,cellular,nov,mon,39,999,-0.1,-42.0,0,adult,yes_yes
admin.,married,university.degree,no,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,no_no
admin.,married,university.degree,no,no,cellular,nov,mon,43,999,-0.1,-42.0,0,adult,no_no
entrepreneur,married,basic.4y,yes,no,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,professional.course,yes,yes,cellular,nov,mon,53,999,-0.1,-42.0,0,senior,yes_yes
student,single,unknown,no,no,cellular,nov,mon,33,999,-0.1,-42.0,0,adult,no_no
retired,married,university.degree,yes,yes,telephone,nov,mon,52,999,-0.1,-42.0,0,senior,yes_yes
management,married,university.degree,yes,no,cellular,nov,mon,53,999,-0.1,-42.0,0,senior,yes_no
blue-collar,married,basic.9y,yes,no,cellular,nov,mon,39,999,-0.1,-42.0,0,adult,yes_no
self-employed,married,basic.9y,yes,no,cellular,nov,mon,41,999,-0.1,-42.0,0,adult,yes_no
self-employed,single,university.degree,yes,no,cellular,nov,mon,31,999,-0.1,-42.0,0,adult,yes_no
services,divorced,high.school,no,no,telephone,nov,mon,31,999,-0.1,-42.0,0,adult,no_no
services,married,high.school,no,no,cellular,nov,mon,36,999,-0.1,-42.0,0,adult,no_no
management,married,high.school,yes,no,telephone,nov,mon,37,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,university.degree,yes,no,cellular,nov,mon,52,999,-0.1,-42.0,0,senior,yes_no
admin.,married,high.school,yes,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_no
management,married,university.degree,yes,no,cellular,nov,mon,33,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,high.school,yes,yes,cellular,nov,mon,36,999,-0.1,-42.0,0,adult,yes_yes
blue-collar,single,basic.9y,yes,yes,cellular,nov,mon,45,999,-0.1,-42.0,0,adult,yes_yes
technician,married,university.degree,no,no,cellular,nov,mon,41,999,-0.1,-42.0,0,adult,no_no
entrepreneur,married,university.degree,yes,no,cellular,nov,mon,41,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,high.school,yes,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_no
admin.,married,basic.4y,yes,yes,cellular,nov,mon,52,999,-0.1,-42.0,0,senior,yes_yes
blue-collar,married,basic.6y,yes,no,telephone,nov,mon,37,999,-0.1,-42.0,0,adult,yes_no
services,married,high.school,yes,no,cellular,nov,mon,46,999,-0.1,-42.0,0,adult,yes_no
services,married,high.school,yes,yes,cellular,nov,mon,39,999,-0.1,-42.0,0,adult,yes_yes
blue-collar,married,basic.9y,yes,no,telephone,nov,mon,40,999,-0.1,-42.0,0,adult,yes_no
admin.,married,university.degree,no,no,cellular,nov,mon,30,999,-0.1,-42.0,0,adult,no_no
management,married,university.degree,no,no,telephone,nov,mon,52,999,-0.1,-42.0,0,senior,no_no
admin.,married,professional.course,no,no,cellular,nov,mon,44,999,-0.1,-42.0,0,adult,no_no
entrepreneur,divorced,university.degree,no,no,cellular,nov,mon,53,999,-0.1,-42.0,0,senior,no_no
entrepreneur,divorced,university.degree,yes,no,cellular,nov,mon,53,999,-0.1,-42.0,0,senior,yes_no
entrepreneur,married,university.degree,yes,no,cellular,nov,mon,44,999,-0.1,-42.0,1,adult,yes_no
entrepreneur,divorced,university.degree,yes,no,cellular,nov,mon,53,999,-0.1,-42.0,0,senior,yes_no
entrepreneur,divorced,university.degree,no,no,telephone,nov,mon,53,999,-0.1,-42.0,0,senior,no_no
blue-collar,divorced,basic.9y,no,no,cellular,nov,mon,45,999,-0.1,-42.0,0,adult,no_no
admin.,married,university.degree,yes,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_no
admin.,married,unknown,yes,no,cellular,nov,mon,35,999,-0.1,-42.0,0,adult,yes_no
admin.,married,professional.course,yes,no,telephone,nov,mon,44,999,-0.1,-42.0,0,adult,yes_no
technician,divorced,professional.course,yes,no,cellular,nov,mon,57,999,-0.1,-42.0,0,senior,yes_no
admin.,married,university.degree,yes,no,cellular,nov,mon,43,999,-0.1,-42.0,0,adult,yes_no
unemployed,married,basic.9y,yes,no,cellular,nov,mon,33,999,-0.1,-42.0,0,adult,yes_no
services,divorced,high.school,yes,yes,cellular,nov,mon,52,999,-0.1,-42.0,1,senior,yes_yes
admin.,married,basic.9y,yes,no,cellular,nov,mon,45,999,-0.1,-42.0,0,adult,yes_no
services,married,basic.9y,yes,no,cellular,nov,mon,30,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,basic.9y,no,no,telephone,nov,mon,37,999,-0.1,-42.0,0,adult,no_no
services,married,basic.9y,yes,no,cellular,nov,mon,48,999,-0.1,-42.0,0,adult,yes_no
services,married,basic.9y,no,no,cellular,nov,mon,30,999,-0.1,-42.0,0,adult,no_no
management,married,basic.6y,yes,no,cellular,nov,mon,41,999,-0.1,-42.0,0,adult,yes_no
self-employed,married,university.degree,no,no,cellular,nov,mon,42,999,-0.1,-42.0,0,adult,no_no
self-employed,married,basic.4y,no,no,cellular,nov,mon,51,999,-0.1,-42.0,0,senior,no_no
management,married,university.degree,yes,yes,cellular,nov,mon,52,999,-0.1,-42.0,0,senior,yes_yes
blue-collar,divorced,basic.9y,yes,yes,cellular,nov,mon,42,999,-0.1,-42.0,0,adult,yes_yes
self-employed,married,university.degree,yes,no,cellular,nov,mon,45,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,university.degree,yes,yes,telephone,nov,mon,32,999,-0.1,-42.0,0,adult,yes_yes
entrepreneur,married,university.degree,yes,no,telephone,nov,mon,37,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,basic.6y,yes,no,cellular,nov,mon,40,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,university.degree,yes,no,telephone,nov,mon,37,999,-0.1,-42.0,0,adult,yes_no
admin.,married,university.degree,no,no,cellular,nov,mon,41,999,-0.1,-42.0,0,adult,no_no
entrepreneur,married,basic.9y,yes,yes,telephone,nov,mon,33,999,-0.1,-42.0,0,adult,yes_yes
entrepreneur,married,university.degree,no,no,cellular,nov,mon,37,999,-0.1,-42.0,1,adult,no_no
entrepreneur,married,university.degree,yes,no,cellular,nov,mon,50,999,-0.1,-42.0,0,senior,yes_no
retired,divorced,basic.4y,yes,yes,cellular,nov,mon,51,999,-0.1,-42.0,0,senior,yes_yes
management,single,university.degree,no,no,cellular,nov,mon,31,999,-0.1,-42.0,0,adult,no_no
retired,married,professional.course,no,no,cellular,nov,mon,58,999,-0.1,-42.0,0,senior,no_no
unemployed,married,basic.9y,yes,yes,cellular,nov,mon,43,999,-0.1,-42.0,0,adult,yes_yes
technician,single,university.degree,no,no,telephone,nov,mon,33,999,-0.1,-42.0,0,adult,no_no
entrepreneur,married,university.degree,yes,no,cellular,nov,mon,37,999,-0.1,-42.0,0,adult,yes_no
unemployed,married,high.school,yes,no,cellular,nov,tue,42,999,-0.1,-42.0,0,adult,yes_no
technician,married,professional.course,no,yes,cellular,nov,tue,50,999,-0.1,-42.0,0,senior,no_yes
admin.,married,high.school,no,no,cellular,nov,tue,43,999,-0.1,-42.0,0,adult,no_no
technician,married,professional.course,unknown,unknown,cellular,nov,tue,50,999,-0.1,-42.0,0,senior,unknown_unknown
admin.,single,university.degree,yes,no,cellular,nov,tue,36,999,-0.1,-42.0,0,adult,yes_no
admin.,married,professional.course,yes,yes,telephone,nov,tue,55,999,-0.1,-42.0,1,senior,yes_yes
technician,married,professional.course,unknown,unknown,cellular,nov,tue,56,999,-0.1,-42.0,0,senior,unknown_unknown
admin.,married,high.school,no,no,cellular,nov,tue,34,999,-0.1,-42.0,0,adult,no_no
management,married,university.degree,yes,yes,cellular,nov,tue,31,999,-0.1,-42.0,0,adult,yes_yes
admin.,married,university.degree,no,no,cellular,nov,tue,51,999,-0.1,-42.0,0,senior,no_no
technician,married,professional.course,no,no,telephone,nov,tue,44,999,-0.1,-42.0,0,adult,no_no
admin.,divorced,university.degree,no,no,cellular,nov,tue,34,999,-0.1,-42.0,0,adult,no_no
technician,divorced,professional.course,no,no,cellular,nov,tue,35,999,-0.1,-42.0,0,adult,no_no
services,single,professional.course,yes,no,cellular,nov,tue,41,999,-0.1,-42.0,0,adult,yes_no
self-employed,divorced,basic.9y,yes,no,cellular,nov,tue,37,999,-0.1,-42.0,0,adult,yes_no
management,married,professional.course,no,no,cellular,nov,tue,43,999,-0.1,-42.0,0,adult,no_no
management,married,professional.course,yes,no,cellular,nov,tue,43,999,-0.1,-42.0,0,adult,yes_no
technician,divorced,professional.course,no,no,cellular,nov,tue,50,999,-0.1,-42.0,0,senior,no_no
blue-collar,single,basic.6y,yes,no,cellular,nov,tue,55,999,-0.1,-42.0,0,senior,yes_no
admin.,divorced,basic.6y,no,no,cellular,nov,tue,49,999,-0.1,-42.0,0,adult,no_no
management,married,university.degree,no,no,cellular,nov,tue,39,999,-0.1,-42.0,0,adult,no_no
retired,married,basic.4y,no,no,cellular,nov,tue,56,999,-0.1,-42.0,0,senior,no_no
technician,married,university.degree,unknown,unknown,cellular,nov,tue,31,999,-0.1,-42.0,0,adult,unknown_unknown
technician,married,university.degree,unknown,unknown,cellular,nov,tue,31,999,-0.1,-42.0,0,adult,unknown_unknown
admin.,married,university.degree,yes,yes,cellular,nov,tue,31,999,-0.1,-42.0,0,adult,yes_yes
services,divorced,high.school,yes,no,cellular,nov,tue,53,999,-0.1,-42.0,0,senior,yes_no
unemployed,married,high.school,no,no,cellular,nov,tue,47,999,-0.1,-42.0,0,adult,no_no
self-employed,married,basic.9y,yes,no,cellular,nov,tue,54,999,-0.1,-42.0,0,senior,yes_no
unemployed,married,high.school,yes,no,cellular,nov,tue,47,999,-0.1,-42.0,0,adult,yes_no
self-employed,married,basic.9y,no,no,cellular,nov,tue,40,999,-0.1,-42.0,0,adult,no_no
management,married,university.degree,yes,no,cellular,nov,tue,47,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,basic.9y,yes,no,cellular,nov,tue,43,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,basic.9y,no,no,cellular,nov,tue,43,999,-0.1,-42.0,0,adult,no_no
admin.,single,university.degree,no,no,cellular,nov,tue,54,999,-0.1,-42.0,0,senior,no_no
admin.,single,university.degree,yes,no,cellular,nov,tue,54,999,-0.1,-42.0,0,senior,yes_no
services,married,university.degree,yes,no,cellular,nov,tue,41,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,single,basic.9y,no,no,cellular,nov,tue,34,999,-0.1,-42.0,0,adult,no_no
blue-collar,single,high.school,yes,yes,telephone,nov,tue,30,999,-0.1,-42.0,0,adult,yes_yes
blue-collar,married,professional.course,yes,no,cellular,nov,tue,35,999,-0.1,-42.0,0,adult,yes_no
admin.,married,unknown,no,no,cellular,nov,tue,48,999,-0.1,-42.0,0,adult,no_no
management,married,university.degree,yes,no,cellular,nov,tue,41,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,basic.9y,yes,yes,cellular,nov,tue,36,999,-0.1,-42.0,0,adult,yes_yes
management,married,university.degree,yes,no,cellular,nov,tue,57,999,-0.1,-42.0,0,senior,yes_no
blue-collar,single,high.school,yes,no,cellular,nov,tue,37,999,-0.1,-42.0,0,adult,yes_no
technician,married,professional.course,yes,no,cellular,nov,tue,50,999,-0.1,-42.0,1,senior,yes_no
blue-collar,married,basic.4y,no,no,cellular,nov,tue,36,999,-0.1,-42.0,0,adult,no_no
admin.,married,high.school,yes,no,cellular,nov,tue,56,999,-0.1,-42.0,0,senior,yes_no
blue-collar,married,professional.course,no,no,cellular,nov,tue,34,999,-0.1,-42.0,0,adult,no_no
blue-collar,married,professional.course,yes,yes,cellular,nov,tue,34,999,-0.1,-42.0,0,adult,yes_yes
blue-collar,married,professional.course,no,yes,cellular,nov,tue,34,999,-0.1,-42.0,0,adult,no_yes
entrepreneur,married,basic.9y,no,no,telephone,nov,tue,40,999,-0.1,-42.0,0,adult,no_no
blue-collar,married,professional.course,unknown,unknown,cellular,nov,tue,34,999,-0.1,-42.0,0,adult,unknown_unknown
technician,married,basic.9y,yes,no,cellular,nov,tue,52,999,-0.1,-42.0,0,senior,yes_no
entrepreneur,married,basic.9y,yes,no,cellular,nov,tue,40,999,-0.1,-42.0,0,adult,yes_no
management,married,university.degree,no,no,cellular,nov,tue,40,999,-0.1,-42.0,1,adult,no_no
blue-collar,married,professional.course,no,no,cellular,nov,tue,34,999,-0.1,-42.0,0,adult,no_no
admin.,married,high.school,no,no,cellular,nov,tue,35,999,-0.1,-42.0,0,adult,no_no
entrepreneur,married,university.degree,yes,no,cellular,nov,tue,41,999,-0.1,-42.0,1,adult,yes_no
admin.,married,high.school,yes,no,cellular,nov,tue,35,999,-0.1,-42.0,0,adult,yes_no
management,married,university.degree,yes,no,cellular,nov,tue,49,999,-0.1,-42.0,0,adult,yes_no
services,married,high.school,yes,no,cellular,nov,tue,32,999,-0.1,-42.0,0,adult,yes_no
technician,married,professional.course,no,no,cellular,nov,tue,40,999,-0.1,-42.0,0,adult,no_no
management,divorced,university.degree,no,no,cellular,nov,tue,44,999,-0.1,-42.0,0,adult,no_no
technician,single,professional.course,yes,yes,cellular,nov,tue,44,999,-0.1,-42.0,0,adult,yes_yes
entrepreneur,divorced,basic.4y,no,no,cellular,nov,tue,31,5,-0.1,-42.0,0,adult,no_no
self-employed,single,basic.9y,no,no,cellular,nov,tue,36,999,-0.1,-42.0,0,adult,no_no
self-employed,married,basic.9y,no,no,cellular,nov,tue,40,999,-0.1,-42.0,0,adult,no_no
technician,married,high.school,no,no,cellular,nov,tue,37,999,-0.1,-42.0,0,adult,no_no
self-employed,married,basic.4y,yes,no,cellular,nov,tue,53,999,-0.1,-42.0,0,senior,yes_no
admin.,single,university.degree,no,no,cellular,nov,tue,32,999,-0.1,-42.0,0,adult,no_no
admin.,married,high.school,no,no,cellular,nov,tue,51,999,-0.1,-42.0,0,senior,no_no
technician,married,professional.course,yes,no,cellular,nov,tue,34,999,-0.1,-42.0,0,adult,yes_no
entrepreneur,married,basic.9y,yes,no,cellular,nov,tue,35,999,-0.1,-42.0,0,adult,yes_no
admin.,single,high.school,yes,no,cellular,nov,tue,35,999,-0.1,-42.0,0,adult,yes_no
blue-collar,married,basic.9y,yes,no,cellular,nov,tue,33,999,-0.1,-42.0,0,adult,yes_no
admin.,married,high.school,no,yes,cellular,nov,tue,51,999,-0.1,-42.0,0,senior,no_yes
admin.,single,university.degree,yes,no,cellular,nov,tue,29,999,-0.1,-42.0,0,adult,yes_no
technician,married,unknown,no,no,cellular,nov,tue,51,999,-0.1,-42.0,0,senior,no_no
admin.,single,university.degree,no,no,cellular,nov,tue,30,999,-0.1,-42.0,0,adult,no_no
technician,married,unknown,no,no,cellular,nov,tue,58,999,-0.1,-42.0,0,senior,no_no
